property_id,property_name,address,city,state,min_rent,max_rent,availability,primary_image_url,image_urls,special,feature_highlights,exterior_amenities,interior_amenities,pet_policy,managed_by,built_year,min_sqft,max_sqft,photo_count,has_complete_core_info,phone,email,street_address,verified_address,address_match_status,address_notes,latitude,longitude,price_1br_raw,price_1br_min,price_1br_max,price_2br_raw,price_2br_min,price_2br_max,website,actual_website,last_scraped
REM88,Columns On 59,"2828 Collingsworth #57, Houston, TX 77026",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,50% {12mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,(346) 480-6432,,"2828 Collingsworth Street Houston, TX 77026","2828 Collingsworth St, Houston, TX 77026",confirmed,,29.7933827,-95.34136389999999,650,650,650,850,850,850,https://www.columnson59.com/,https://www.columnson59.com/,2026-05-27T23:51:44
REM89,Commons At Westchase,"10751 Meadowglen Ln, Houston, TX 77042",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,75% {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,(346) 637-3042,,"10751 Meadowglen Lane, Houston, TX 77042","10751 Meadowglen Ln, Houston, TX 77042",confirmed,,29.7304721,-95.5646814,"1,049-1,149",1049,1149,"1,489",1489,1489,https://www.commonswestchase.com/,https://www.commonswestchase.com/,2026-05-27T23:52:05
REM90,Compass At Windmill Lakes,"9757 Windwater Dr, Houston, TX 77075",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,50%-100%E {12+mo E=Escort}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,(281) 888-1445,,"9757 Windwater Dr, Houston, TX 77075","9757 Windwater Dr Apt 2108, Houston, TX 77075",confirmed,,29.625055,-95.2443689,847,847,847,953,953,953,https://www.compassatwindmilllakes.com/,https://www.compassatwindmilllakes.com/,2026-05-27T23:52:14
REM91,Creekside Park The Grove,8440 Creekside Green Drive,Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,(346) 534-4360,,8440 Creekside Green Drive,"8440 Creekside Green Dr, The Woodlands, TX 77389",confirmed,,30.1396866,-95.5489314,849,849,849,1292,1292,1292,https://creeksideparkthegrove.com/,https://creeksideparkthegrove.com/,2026-05-27T23:52:40
REM92,Creekside Park The Residences,26700 Kuykendahl Rd,Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,(346) 712-2017,,26700 Kuykendahl Rd,"26700 Kuykendahl Rd, The Woodlands, TX 77375",confirmed,,30.1469365,-95.54761909999999,578,578,578,578,578,578,https://creeksideparktheresidences.com/,https://creeksideparktheresidences.com/,2026-05-27T23:52:49
REM93,Crescent Wood,,Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,979/265-8799,,,"100 Lakeview Dr, Clute, TX 77531",google_only,,29.0205472,-95.4143146,2025,2025,2025,"927-1,059",927,1059,,,2026-05-27T23:52:56
REM94,Crimson,"2220 Westcreek Ln, Houston, TX 77027",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,75% (Register) {10+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,281/957-4283,,"2220 WESTCREEK LN Houston, TX 77027","2220 Westcreek Ln, Houston, TX 77027",confirmed,,29.7443477,-95.4555008,"2,685-5,711",2685,5711,"3,645-9,082",3645,9082,https://www.crimsonliving.com/,https://www.crimsonliving.com/,2026-05-27T23:53:10
REM95,Crossing At Katy Ranch,24949 Katy Ranch Rd,Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,281/394-9200,,24949 Katy Ranch Rd,"24949 Katy Ranch Rd Apt 1216, Katy, TX 77494",confirmed,,29.7814181,-95.7986894,2500,2500,2500,"1,494-1,670",1494,1670,https://www.thecrossingatkatyranch.com/,https://www.thecrossingatkatyranch.com/,2026-05-27T23:53:16
REM96,Crossview Court,"2929 Crossview Dr, Houston, TX 77063",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,50% (Register) {6-12mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,(713) 785-4030,accessibility@apartments247.com,"2929 Crossview Drive Houston, TX 77063","2929 Crossview Dr, Houston, TX 77063",confirmed,,29.7353244,-95.51871469999999,$1325,,,1325,1325,1325,https://www.crossviewcourt.com/,https://www.crossviewcourt.com/,2026-05-27T23:53:23
REM97,Dakota At Deer Park,"800 W Pasadena Blvd, Deer Park, TX 77536",Deer Park,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,50%-100% {50%=2BR 100%=1BR 12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,(610) 642-1481,,,"800 W Pasadena Blvd, Deer Park, TX 77536",google_only,,29.6806007,-95.1322574,"1,410-1,800",1410,1800,"1,830-2,520",1830,2520,https://www.dakotadeerpark.com/,https://www.dakotadeerpark.com/,2026-05-27T23:54:03
REM98,Dakota At Shepherd,"4840 N Shepherd Dr, Houston, TX 77018",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,100% {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,(610) 642-1481,,,"4840 N Shepherd Dr, Houston, TX 77018",google_only,,29.8364321,-95.4099906,"1,410-1,660",1410,1660,"1,900-1,950",1900,1950,https://www.dakotashepherd.com/,https://www.dakotashepherd.com/,2026-05-27T23:54:18
REM99,Define Living At Brittmoore,"1888 Brittmoore Rd, Houston, TX 77043",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,50%-100% (Register) {50%=6-11mo 100%=12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,,,"1888 Brittmoore Rd Houston, TX 77043","1888 Brittmoore Rd, Houston, TX 77043",confirmed,,29.8119265,-95.56920129999999,"1,345-1,535",1345,1535,"1,733-2,025",1733,2025,https://defineliving.com/,https://defineliving.com/,2026-05-27T23:54:35
REM100,District 28,"3760 2828 Old Spanish Trail Houston, TX 77054",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,713/748-2828,,"3760 2828 Old Spanish Trail Houston, TX 77054","2828 Old Spanish Trl, Houston, TX 77054",confirmed,,29.6987606,-95.3855026,2500,2500,2500,"1,550-2,032",1550,2032,https://www.liveatdistrict28.com/,https://www.liveatdistrict28.com/,2026-05-27T23:54:41
REM101,District At Greenbriar,"4100 Greenbriar Dr, Houston, TX 77098",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,100% {11+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,832/783-9257,,"4100 Greenbriar Dr Houston, TX 77098","4100 Greenbriar Dr, Houston, TX 77098",confirmed,,29.7295809,-95.413365,569,569,569,"1,635-1,970",1635,1970,https://www.simpsonpropertygroup.com/apartments/houston-texas/district-at-greenbriar-rice-village,https://www.simpsonpropertygroup.com/apartments/houston-texas/district-at-greenbriar-rice-village,2026-05-27T23:54:50
REM102,District At Washington,"7413 230 TC Jester BLVD Houston, TX 77007",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,(877) 836-7413,,"7413 230 TC Jester BLVD Houston, TX 77007","230 T C Jester Blvd, Houston, TX 77007",confirmed,,29.7740595,-95.41775709999999,1000,1000,1000,"1,599-1,758",1599,1758,https://www.districtatwashington.com/,https://www.districtatwashington.com/,2026-05-27T23:54:59
REM103,Domain On The Parkway,"1755 Crescent Plaza Dr, Houston, TX 77077",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,50%-100% (Escort) {50%=3-11 100%=12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,(281) 496-7368,,"1755 Crescent Plaza Dr Houston, TX 77077","1755 Cres Plz Dr, Houston, TX 77077",confirmed,,29.7496527,-95.62312449999999,650,650,650,"1,401-1,995",1401,1995,https://www.domainontheparkway.com/,https://www.domainontheparkway.com/,2026-05-27T23:55:06
REM104,Domain Town Center,"7100 Uvalde Rd, Houston, TX 77049",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,100% {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,(281) 336-8018,,7100 Uvalde Road,"7100 Uvalde Rd, Houston, TX 77049",confirmed,,29.8261538,-95.1800318,710,710,710,1250,1250,1250,https://domaintowncenter.com/,https://domaintowncenter.com/,2026-05-27T23:55:17
REM106,East Bend,"1111 W 6th St, Houston, TX 77077",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,50%-100% {50%=6-11mo 100%=12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,281/529-7124,,"1111 W. 6th St. Houston , TX 77007","1111 W 6th St, Houston, TX 77007",confirmed,,29.7808826,-95.407945,"1,620-3,095",1620,3095,"2,434-3,818",2434,3818,https://www.eastbendapartments.com/,https://www.eastbendapartments.com/,2026-05-27T23:56:08
REM109,Echo Baytown,"1600 Santavy St. Baytown , TX 77521",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,(800) 354-7993,,"1600 Santavy St. Baytown , TX 77521","1600 Santavy St, Baytown, TX 77521",confirmed,,29.7917186,-94.9867242,563,563,563,"1,589-2,104",1589,2104,https://www.echobaytown.com/,https://www.echobaytown.com/,2026-05-27T23:56:37
REM110,Echo Lake At Springwoods Village,"2002 Spring Stuebner Rd Spring , TX 77389",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,(800) 354-7993,,"2002 Spring Stuebner Rd Spring , TX 77389","2002 Spring Stuebner Rd, Spring, TX 77389",confirmed,,30.0846271,-95.44567719999999,563,563,563,"2,100-2,743",2100,2743,https://www.echolakeatspringwoodsvillage.com/,https://www.echolakeatspringwoodsvillage.com/,2026-05-27T23:56:43
REM111,Eclipse,"1725 Crescent Plaza Dr, Houston, TX 77077",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,100% {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,833/869-0108,,"1725 Crescent Plaza Dr Houston, TX 77077","1725 Cres Plz Dr, Houston, TX 77077",confirmed,,29.7525385,-95.62312449999999,"899-1,665",899,1665,"1,299-2,284",1299,2284,https://www.eclipsehouston.com/,https://www.eclipsehouston.com/,2026-05-27T23:56:58
REM112,Eden Pointe At Wilcrest,"1307 Wilcrest Dr, Houston, TX 77042",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,100% (Register) {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,(713) 266-6248,accessibility@apartments247.com,"1307 Wilcrest Drive Houston, TX 77042","1307 Wilcrest Dr #3403, Houston, TX 77042",confirmed,,29.7506895,-95.5719409,$1812,,,1169,1169,1169,https://www.edenpointeatwilcrest.com/,https://www.edenpointeatwilcrest.com/,2026-05-27T23:57:05
REM113,Edgewater At The Lagoon,"15863 Kinlough Drive Humble , TX 77396",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,713/205-9048,,"15863 Kinlough Drive Humble , TX 77396","15863 Kinlough Dr, Humble, TX 77396",confirmed,,29.9536946,-95.21245920000001,,,,"2,064",2064,2064,https://www.edgewateratthelagoon.com/,https://www.edgewateratthelagoon.com/,2026-05-27T23:57:22
REM114,Elan Memorial Park,"3821 920 Westcott St. Houston, TX 77007",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,(832) 299-3821,,"3821 920 Westcott St. Houston, TX 77007","920 Westcott St, Houston, TX 77007",confirmed,,29.7701062,-95.42226559999999,597,597,597,"2,046-6,561",2046,6561,https://elanmemorialpark.com/,https://elanmemorialpark.com/,2026-05-27T23:57:47
REM115,Elle At The Medical Center,"8181 El Mundo, Houston, TX 77054",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,100% {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,346/519-7232,,,"8181 El Mundo St, Houston, TX 77054",google_only,,29.6823537,-95.3838126,"1,377",1377,1377,"1,376-1,644",1376,1644,https://liveellecollection.com/?utm_source=gmb&utm_medium=organic,https://liveellecollection.com/?utm_source=gmb&utm_medium=organic,2026-05-27T23:58:05
REM117,Enclave At Woodland Lakes,,Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,936/777-8800,,,"300 Enclave Dr, Conroe, TX 77384",google_only,,30.2270192,-95.541714,2500,2500,2500,"1,274-1,630",1274,1630,,,2026-05-27T23:58:37
REM118,Estates At Bellaire,"4807 Pin Oak Park, Houston, TX 77081",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,100% {12mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,713/667-1771,,,"4807 Pin Oak Park, Houston, TX 77081",google_only,,29.7212818,-95.4558306,"1,241-1,569",1241,1569,"1,417-2,327",1417,2327,https://www.liveestatesatbellaire.com/,https://www.liveestatesatbellaire.com/,2026-05-27T23:59:05
REM119,Estates At Westchase,"2305 Hayes Rd, Houston, TX 77077",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,100% (Register) {12mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,713/485-5741,,"2305 Hayes Road Houston , TX 77077","2305 Hayes Rd, Houston, TX 77077",confirmed,,29.7391563,-95.5741563,700-825,700,825,"950-1,100",950,1100,https://www.theestatesatwestchase.com/,https://www.theestatesatwestchase.com/,2026-05-27T23:59:31
REM120,Fairfield Creek Estates Senior,"27550 Hwy. 290 Cypress, TX 77433",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,281/256-8850,,"27550 Hwy. 290 Cypress, TX 77433","27550 US-290 Frontage Rd., Cypress, TX 77433",close,"scraped='27550 Hwy. 290 Cypress, TX 77433' | google='27550 US-290 Frontage Rd., Cypress, TX 77433'",29.9851154,-95.72846009999999,"499-1,466",499,1466,"608-1,609",608,1609,https://fairfieldcreekapartments.com/,https://fairfieldcreekapartments.com/,2026-05-27T23:59:47
REM121,Fairfield Trails,"10750 Westbrae Pkwy, Houston, TX 77031",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,® 50% {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,713/270-6157,ft@rockwellmgmt.com,"10750 Westbrae Parkway Houston, TX 77031","10750 Westbrae Pkwy, Houston, TX 77031",confirmed,,29.6639402,-95.5331856,"904-1,000",904,1000,50,,,https://www.fairfieldtrails-apartments.com/,https://www.fairfieldtrails-apartments.com/,2026-05-28T00:00:02
REM122,Fidelis Willis,300 S Kennedy St,Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,(984) 206-3744,,300 S Kennedy St,"300 S Kennedy St, Willis, TX 77378",confirmed,,30.4198,-95.486516,"1,192-1,298",1192,1298,"1,520-1,710",1520,1710,https://www.fideliswillis.com/,https://www.fideliswillis.com/,2026-05-28T00:01:07
REM123,Filament At The Grid,"11109 Signal Way, Stafford, TX 77477",Stafford,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,100% (Register) {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,346/767-0290,,"11109 Signal Wy Stafford, TX 77477","11109 Signal Wy, Stafford, TX 77477",confirmed,,29.63792029999999,-95.569549,"1,445-1,990",1445,1990,"1,949-2,631",1949,2631,https://www.filamentatthegrid.com/,https://www.filamentatthegrid.com/,2026-05-28T00:01:25
REM124,Flats At Hooper Hill,"1619 N. Frazier Street , Conroe, TX 77301",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,936/283-4422,,"1619 N. Frazier Street , Conroe, TX 77301","Conroe, TX 77301, USA",mismatch,"scraped='1619 N. Frazier Street , Conroe, TX 77301' | google='Conroe, TX 77301, USA'",30.3120301,-95.42537569999999,"1,039-1,199",1039,1199,"1,390-1,555",1390,1555,https://theflatsathooperhill.com/,https://theflatsathooperhill.com/,2026-05-28T00:01:44
